length,bottom_width,beam,side_height,bow_taper,stern_taper,bow_entry_exp,stern_exit_exp,stem_width_frac,transom_width_frac,bow_rocker,stern_rocker,rocker_exp,bow_sheer,stern_sheer,sheer_exp,chine_frac,skin_layers,flute_direction,n_frames,gunwale_tube_dia,gunwale_tube_wraps,chine_log_dia,chine_log_wraps,n_thwarts,decked_ends,tape_diag_density,tape_diag_opposing,joint_type,chine_tape_layers,bottom_doubler,crew_weights,crew_height_in,crew_shin_in,crew_posture,crew_kg,crew_x_frac,crew_power_w,pacing,anaerobic_fraction,headwind_mph,chop_height,paddle_lean_in,free_water_lanes,wet_factor,pre_race_soak_min,build_list_in,extra_weight_lb,water_aboard_gal,boarding_offset_frac,hull_weight_override,name
101.53574024794514,34.44653465768708,36.94987651479673,13.335386582173616,4.438614362415629,6.750550599485915,0.6502627375945759,1.0,0.04,0.4,1.0062425234748775,2.2155562837387732,2.0,4.816040786258943,2.580286528984678,2.0,0.826077779059708,1,transverse,8,2.0,3,1.5,3,3,True,0.2122305120915559,0.4895329542042242,full_wrap,1,True,114.4|170.0,63.0|65.0,20.0|20.0,kneeling_tall|kneeling_tall,19.411559999999998|20.0278,0.28|0.7,170.0|150.0,even,0.35,0.0,1.0,2.0,2,0.55,0.4122638501654462,0.0,0.0,0.0,0.25,,r042950
